50.0,165.0,300.0
50.0,164.0,300.0
50.0,163.0,300.0
50.0,162.0,299.0
50.0,161.0,300.0
50.0,160.0,380.0
50.0,159.0,333.0
50.0,158.0,322.0
50.0,157.0,314.0
50.0,156.0,313.0
50.0,155.0,322.0
50.0,154.0,329.0
50.0,153.0,312.0
50.0,152.0,297.0
50.0,151.0,403.0
